100 Meters (Men)
Mattia Furlani, ITA, 8.38
Tajay Gayle, JAM, 8.69
Simon Ehammer, SUI, 8.45
Liam Adcock, AUS, 8.34
Jorge A. Hodelín, CUB, 8.34
Carey McLeod, JAM, 8.40
Tom Campagne, FRA, 8.27
Thobias Montler, SWE, 8.38
Erwan Konate, FRA, 8.25
Anvar Anvarov, UZB, 8.25
Mingkun Zhang, CHN, 8.24
Heng Shu, CHN, 8.22
Emanuel Archibald, GUY, 8.22
Yuhao Shi, CHN, 8.43
Bozhidar Sarâboyukov, BUL, 8.22
Gerson Baldé, POR, 8.20
Lester Lescay, ESP, 8.35
Cheswill Johnson, RSA, 8.26
William Williams, USA, 8.23
Nikaoli Williams, JAM, 8.16
Isaac Grimes, USA, 8.35
Hibiki Tsuha, JPN, 8.23
Cameron Crump, USA, 8.39 (Alternate)
Jaime Guerra, ESP, 8.17
Sreeshankar, IND, 8.41
Jeremiah Davis, USA, 8.37
Riku Ito, JPN, 8.11
Yuki Hashioka, JPN, 8.36
Charles Edward Godfred, NGR, 8.16
Filip Pravdica, CRO, 8.35
Christopher Mitrevski, AUS, 8.32
Simon Batz, GER, 8.18
Shawn-D Thompson, JAM, 8.22
Raihau Maiau, PYF, 8.02
Radek Juška, CZE, 8.31
Emiliano Lasa, URU, 8.28
Arnovis Dalmero, COL, 8.20
Roko Farkaš, CRO, 8.15
Triple Jump (Men)
Andy Díaz Hernández, ITA, 17.80
Ruiting Wu, CHN, 17.68
Melvin Raffin, FRA, 17.52
Jordan Scott, JAM, 17.52
Pedro Pichardo, POR, 18.08
Max Heß, GER, 17.52
Yasser Mohammed Triki, ALG, 17.43
Yaming Zhu, CHN, 17.57
Praveen Chithravel, IND, 17.37
Andrea Dallavalle, ITA, 17.36
Russell Robinson, USA, 17.30
Kaiwan Culmer, BAH, 17.29
Hugues Fabrice Zango, BUR, 18.07
Abdulla Aboobacker Narangolintevida, IND, 17.19
Jordan A. Díaz Fortun, ESP, 18.18
Salif Mane, USA, 17.52
Chengetayi Mapaya, ZIM, 17.26
Lázaro Martínez, CUB, 17.64
Thomas Gogois, FRA, 17.38
Will Claye, USA, 18.14
Wen Su, CHN, 17.17
Jonathan Seremes, FRA, 17.08
Almir Dos Santos, BRA, 17.53
Andy Hechavarría, CUB, 17.09
Sami Bakheet, KSA, 16.98
Brandon Green, USA, 16.94 (Alternate)
Cristian Nápoles, CUB, 17.40
Elton Petronilho, BRA, 16.88
Endiorass Kingley, AUT, 16.85
Ethan Olivier, NZL, 17.01
Connor Murphy, AUS, 16.82
Leodan Torrealba, VEN, 16.90
Gyumin Yu, KOR, 16.91
Amath Faye, SEN, 16.69
Yoann Awhansou, BEN, 16.65
Tiago Luis Pereira, POR, 17.11
Can Özüpek, TUR, 16.77
Shot Put (Men)
Leonardo Fabbri, ITA, 22.98
Joe Kovacs, USA, 23.23 (Alternate)
Josh Awotunde, USA, 22.47
Payton Otterdahl, USA, 22.59
Adrian Piperi, USA, 22.29
Chukwuebuka Cornnell Enekwechi, NGR, 22.10
Tom Walsh, NZL, 22.90
Zane Weir, ITA, 22.44
Wictor Petersson, SWE, 21.49
Willian Dourado, BRA, 21.41
Konrad Bukowiecki, POL, 22.25
Uziel Muñoz, MEX, 21.88
Andrei Rares Toader, ROU, 21.29
Tomáš Staněk, CZE, 22.17
Marcus Thomsen, NOR, 21.23
Scott Lincoln, GBR, 21.31
Armin Sinančević, SRB, 21.88
Nick Ponzio, ITA, 21.83
Welington Morais, BRA, 21.01
Chris van Niekerk, RSA, 20.86
Giorgi Mujaridze, GEO, 21.21
Riccardo Ferrara, ITA, 20.98
Eric Favors, IRL, 20.93
Aiden Smith, RSA, 20.73
Juan Carley Vázquez Gómez, CUB, 20.68
Mesud Pezer, BIH, 21.48
Jialiang Xing, CHN, 20.44
Tsanko Arnaudov, POR, 21.56
Artem Levchenko, UKR, 20.36
Mohammad Reza Tayebi, IRI, 20.32
Nick Palmer, NZL, 20.32
Mohammed Daoud B Tolu, KSA, 21.80
Djimon Gumbs, IVB, 20.29
Jesper Arbinge, SWE, 20.44
Mohamed Khalifa, EGY, 21.39
Haochen Zhang, CHN, 20.09
Ali Peker, TUR, 19.56
Ryan Crouser, USA, 23.56
Discus Throw (Men)
Mykolas Alekna, LTU, 75.56
Matthew Denny, AUS, 74.78
Kristjan Čeh, SLO, 72.36
Ralford Mullings, JAM, 72.01
Sam Mattis, USA, 71.27
Lawrence Okoye, GBR, 70.76
Lolassonn Djouhan, FRA, 70.25
Daniel Ståhl, SWE, 71.86
Mika Sosna, GER, 70.05
Henrik Janssen, GER, 69.94
Claudio Romero, CHI, 69.65
Shaquille Emanuelson, NED, 69.65
Steven Richter, GER, 69.61
Connor Bell, NZL, 69.51
Mauricio Ortega, COL, 70.29
Marcus Gustaveson, USA, 69.00
Reggie Jagers III, USA, 69.16
Jordan Guehaseim, FRA, 68.51
Juan Caicedo, ECU, 69.60
Nicholas Percy, GBR, 67.86
Alex Rose, SAM, 71.48
Emanuel Sousa, POR, 67.51
Mario Alberto Díaz, CUB, 67.44
Abuduaini Tuergong, CHN, 67.29
Ruben Rolvink, NED, 67.18
Lukas Weißhaidinger, AUT, 70.68
Marek Bárta, CZE, 67.00
Andrew Evans, USA, 68.09 (Alternate)
Andrius Gudžius, LTU, 69.59
Alin Alexandru Firfirică, ROU, 67.32
Fedrick Dacres, JAM, 70.78
Martynas Alekna, LTU, 67.23
Diego Casas, ESP, 65.54
Victor Hogan, RSA, 66.14
Daniel Jasinski, GER, 67.47
Dimitrios Pavlidis, GRE, 65.11
Masateru Yugami, JPN, 64.48
Wellinton Fernandes da Cruz Filho, BRA, 63.68
Chad Wright, JAM, 66.54
Hammer Throw (Men)
Bence Halász, HUN, 83.18
Rudy Winkler, USA, 83.16
Ethan Katzberg, CAN, 84.38
Yann Chaussinand, FRA, 81.91
Mykhaylo Kokhan, UKR, 81.66
Merlin Hummel, GER, 81.27
Paweł Fajdek, POL, 83.93
Trey Knight, USA, 78.76
Angelos Mantzouranis, GRE, 78.61
Daniel Haugh, USA, 80.18
Thomas Mardal, NOR, 78.44
Patrik Hájek, CZE, 78.20
Konstantinos Zaltos, GRE, 78.08
Ármin Szabados, HUN, 78.06
Volodymyr Myslyvčuk, CZE, 78.03
Denzel Comenentia, NED, 79.09
Joaquin Gomez, ARG, 77.69
Tanner Berg, USA, 76.93 (Alternate)
Ronald Mencia Zayas, CUB, 76.91
Gabriel Kehr, CHI, 77.66
Özkan Baltaci, TUR, 77.50
Matija Gregurić, CRO, 76.68
Humberto Mansilla, CHI, 77.70
Christos Frantzeskakis, GRE, 78.20
Rowan Hamilton, CAN, 77.78
Marcin Wrotyński, POL, 77.01
Jake Norris, GBR, 77.37
Michail Anastasakis, GRE, 77.72
Mostafa Elgamel, EGY, 81.27
Dániel Rába, HUN, 76.83
Ragnar Carlsson, SWE, 77.57
Eivind Henriksen, NOR, 81.58
Henri Liipola, FIN, 75.47
Donát Varga, HUN, 75.30
Jerome Vega, PUR, 75.98
Halil Yilmazer, TUR, 75.01
Shota Fukuda, JPN, 74.57
Qi Wang, CHN, 75.53
Giorgio Oliveri, ITA, 74.39
Javelin Throw (Men)
Julian Weber, GER, 91.51
Luiz Mauricio da Silva, BRA, 91.00
Neeraj Chopra, IND, 90.23
Curtis Thompson, USA, 87.76
Yuta Sakiyama, JPN, 87.16
Rumesh Tharanga Pathirage, SRI, 86.50
Arshad Nadeem, PAK, 92.97
Keshorn Walcott, TTO, 90.16
Cyprian Mrzygłód, POL, 85.92
Sumedha Ranasinghe, SRI, 85.78
Anderson Peters, GRN, 93.07
Sachin Yadav, IND, 85.16
Roderick Genki Dean, JPN, 84.66
Julius Yego, KEN, 92.72
Marcin Krukowski, POL, 89.55
Douw Smit, RSA, 84.12
Edis Matusevičius, LTU, 89.17
Oliver Helander, FIN, 89.83
Rohit Yadav, IND, 83.65
Dawid Wegner, POL, 83.40
Marc Anthony Minichello, USA, 82.65
Yash Vir Singh, IND, 82.57
Cameron McEntyre, AUS, 82.35
Jakub Vadlejch, CZE, 90.88
Leandro Ramos, POR, 84.78
Lassi Etelätalo, FIN, 86.44
Lars Anthony Flaming, PAR, 81.56
Eemil Porvari, FIN, 82.69
Sindri Hrafn Guðmundsson, ISL, 82.55
Simon Wieland, SUI, 81.29
Artur Felfner, UKR, 84.32
Keyshawn Strachan, BAH, 84.27
Haoran Hu, CHN, 82.14
Martin Konečný, CZE, 80.59
Gen Naganuma, JPN, 80.58
Billy Julio López, COL, 81.55
Pedro Henrique Rodrigues, BRA, 85.11
Decathlon (Men)
Sander Skotheim, NOR, 8909
Kyle Garland, USA, 8869
Niklas Kaul, GER, 8691
Simon Ehammer, SUI, 8575
Leo Neugebauer, GER, 8961
Damian Warner, CAN, 9018
Ayden Owens-Delerme, PUR, 8732
Heath Baldwin, USA, 8625
Karel Tilga, EST, 8681
Till Steinforth, GER, 8287
Makenson Gletty, FRA, 8606
Ondřej Kopecký, CZE, 8310
Johannes Erm, EST, 8764
Harrison Williams, USA, 8630
Antoine Ferranti, FRA, 8221
Kendrick Thompson, BAH, 8182
Austin West, USA, 8331 (Alternate)
Tim Nowak, GER, 8282
Vilém Stráský, CZE, 8136
Jente Hauttekeete, BEL, 8268
José Fernando Ferreira, BRA, 8213
Xiang Fei, CHN, 7815
Pierce LePage, CAN, 8909
Lindon Victor, GRN, 8756
Sven Roosen, NED, 8607
Janek Õiglane, EST, 8572
20 Kilometers Race Walk
Toshikazu Yamanishi, JPN, 1:16:10
Satoshi Maruo, JPN, 1:17:24
Zhaozhao Wang, CHN, 1:17:30
Caio Bonfim, BRA, 1:17:37
Kento Yoshikawa, JPN, 1:17:38
Evan Dunfee, CAN, 1:17:39
Haifeng Qian, CHN, 1:17:58
Chenjie Li, CHN, 1:18:04
Paul McGrath, ESP, 1:18:05
Francesco Fortunato, ITA, 1:18:16
Ricardo Ortiz, MEX, 1:18:21
Gabriel Bordier, FRA, 1:18:23
Yuta Koga, JPN, 1:18:26
Diego García Carrera, ESP, 1:18:28
Perseus Karlström, SWE, 1:18:35
Rhydian Cowley, AUS, 1:18:35
Andrea Cosi, ITA, 1:18:43
Mukola Rushchak, UKR, 1:18:50
David Hurtado, ECU, 1:18:53
Christopher Linke, GER, 1:18:55
Tim Fraser, AUS, 1:19:43
Declan Tingay, AUS, 1:19:44
Luis Henry Campos, PER, 1:19:44
Will Thompson, AUS, 1:19:56
Maher Ben Hlima, POL, 1:20:05
Gianluca Picchiottino, ITA, 1:20:06
Mateo Romero, COL, 1:20:17
Serhii Svitlychnyi, UKR, 1:20:18
Noel Chama, MEX, 1:20:28
Leo Köpp, GER, 1:20:34
Dominik Černý, SVK, 1:20:41
David Kenny, IRL, 1:20:54
Mazlum Demir, TUR, 1:20:57
Aurélien Quinion, FRA, 1:21:07
Servin Sebastian, IND, 1:21:14
Bence Venyercsán, HUN, 1:21:21
José Luis Doctor, MEX, 1:21:31
Jerry Jokinen, FIN, 1:21:37
Byeongkwang Choe, KOR, 1:21:50
César Herrera, COL, 1:21:59
Ihor Hlavan, UKR, 1:22:23
Raivo Saulgriezis, LAT, 1:22:50
Veli-Matti Partanen, FIN, 1:22:52
Hayrettin Yildiz, TUR, 1:23:09
Alexandros Papamichail, GRE, 1:23:54
Matheus Correa, BRA, 1:25:17
Max Batista Goncalves Dos Santos, BRA, 1:26:35
Erick Bernabé Barrondo, GUA, 1:18:25
Misgana Wakuma, ETH, 1:19:31
Wayne Snyman, RSA, 1:20:17
35 Kilometers Race Walk
Evan Dunfee, CAN, 2:21:40
Christopher Linke, GER, 2:23:21
Miguel Ángel López, ESP, 2:23:48
Hayato Katsuki, JPN, 2:24:38
José Luis Doctor, MEX, 2:24:41
Andres Eduardo Olivas Núñez, MEX, 2:25:08
Satoshi Maruo, JPN, 2:25:19
Rhydian Cowley, AUS, 2:25:21
Qin Wang, CHN, 2:25:32
Julio César Salazar, MEX, 2:25:39
Kazuki Takahashi, JPN, 2:25:45
Yingcheng Zhou, CHN, 2:25:54
Jinrui Zhang, CHN, 2:25:56
David Hurtado, ECU, 2:26:00
Riccardo Orsoni, ITA, 2:26:09
Aurélien Quinion, FRA, 2:26:24
Dominik Černý, SVK, 2:26:31
Matteo Giupponi, ITA, 2:27:18
Daniel Chamosa, ESP, 2:27:56
Manuel Bermúdez, ESP, 2:28:43
Teodorico Caporaso, ITA, 2:28:51
Kevin Campion, FRA, 2:29:05
Ivan Banzeruk, UKR, 2:30:22
Johannes Frenzl, GER, 2:30:30
Jonathan Hilbert, GER, 2:30:38
Ihor Hlavan, UKR, 2:31:26
João Vieira, POR, 2:31:41
Vít Hlaváč, CZE, 2:31:44
Bence Venyercsán, HUN, 2:31:53
Oisin Lane, IRL, 2:31:53
Oscar Patín, ECU, 2:32:38
Ram Baboo, IND, 2:32:54
Michal Morvay, SVK, 2:33:00
Yehor Shelest, UKR, 2:33:09
Raivo Saulgriezis, LAT, 2:33:41
César Herrera, COL, 2:33:42
José Montana, COL, 2:34:02
Mingyu Kim, KOR, 2:34:21
Xavier Mena, ECU, 2:34:29
Sandeep Kumar, IND, 2:35:06
Cameron Corbishley, GBR, 2:36:06
Alexandros Papamichail, GRE, 2:37:07
Yassir Cabrera, PAN, 2:37:09
Matheus Correa, BRA, 2:39:21
Masatora Kawano, JPN, 2:21:47
Caio Bonfim, BRA, 2:25:14
Will Thompson, AUS, 2:29:58
Mitchell Baker, AUS, 2:31:07
Max Batista Goncalves Dos Santos, BRA, 2:37:20
100 Meters (Women)
Melissa Jefferson-Wooden, USA, 10.65
Julien Alfred, LCA, 10.75
Tina Clayton, JAM, 10.81
Kayla White, USA, 10.84
Jacious Sears, USA, 10.85 (Alternate)
Twanisha Terry, USA, 10.85
Marie-Josée Ta Lou-Smith, CIV, 10.87
Anthaya Charlton, BAH, 10.87
Shericka Jackson, JAM, 10.88
Shelly-Ann Fraser-Pryce, JAM, 10.91
Thelma Davies, LBR, 10.91
Leah Bertrand, TTO, 10.92
Dina Asher-Smith, GBR, 10.93
Audrey Leduc, CAN, 10.94
Zoe Hobbs, NZL, 10.94
Sade McCreath, CAN, 10.95
Camille Rutherford, BAH, 10.96
Daryll Neita, GBR, 11.00
Jodean Williams, JAM, 11.00
Amy Hunt, GBR, 11.02
Rosemary Chukwuma, NGR, 11.03
Liranyi Alonso, DOM, 11.04
Sha’Carri Richardson, USA, 11.05
Gina Lückenkemper, GER, 11.05
Patrizia Van Der Weken, LUX, 11.05
Boglárka Takács, HUN, 11.06
Zaynab Dosso, ITA, 11.07
Ewa Swoboda, POL, 11.08
Maboundou Koné, CIV, 11.09
Géraldine Frey, SUI, 11.09
Salomé Kora, SUI, 11.10
Lisa Mayer, GER, 11.10
Lorène Dorcas Bazolo, POR, 11.10
Destiny Smith-Barnett, LBR, 11.11
Ana Carolina Azevedo, BRA, 11.12
Gladymar Torres, PUR, 11.13
Herverge Etame Kole, CMR, 11.13
Torrie Lewis, AUS, 11.16
Sina Mayer, GER, 11.18
Xiaojing Liang, CHN, 11.19
Viktória Forster, SVK, 11.19
Karolína Maňasová, CZE, 11.20
Marlet Ospino, COL, 11.22
Bree Rizzo, AUS, 11.23
Julia Henriksson, SWE, 11.24
Polyniki Emmanouilidou, GRE, 11.26
Rani Rosius, BEL, 11.27
Gorete Semedo, STP, 11.27
Ella Connolly, AUS, 11.31
María Ignacia Montt, CHI, 11.33
Natacha Ngoye, CGO, 11.37
Pierrick-Linda Moulin, GAB, 11.44
Tri-Tania Lowe, AIA, 11.50
Alessandra Gasparelli, SMR, 11.50
Rori Lowe, HON, 11.78
Fayza Issaka Abdoukerim, TOG, 11.84
Nyasha Harris, BIZ, 12.04
Valentina Meredova, TKM, 12.12
Lujain Ibrahim Alhumaid, KSA, 12.41
Chloe David Van, Unknown, 12.56
Estelle Short, COK, 12.76
Alisar Youssef, SYR, 12.93
200 Meters (Women)
Julien Alfred, LCA, 21.71
Melissa Jefferson-Wooden, USA, 21.84
Mckenzie Long, USA, 21.93
Brittany Brown, USA, 22.13
Anavia Battle, USA, 22.13
Dina Asher-Smith, GBR, 22.14
Amy Hunt, GBR, 22.14
Shericka Jackson, JAM, 22.17
Jaël Bestué, ESP, 22.19
Kayla White, USA, 22.23 (Alternate)
Marie-Josée Ta Lou-Smith, CIV, 22.25
Daryll Neita, GBR, 22.30
Ashanti Moore, JAM, 22.31
Minke Bisschops, NED, 22.39
Helene Parisot, FRA, 22.42
Thelma Davies, LBR, 22.46
Success Eduan, GBR, 22.53
Sophia Junk, GER, 22.53
Leah Bertrand, TTO, 22.54
Gabrielle Matthews, JAM, 22.59
Miriam Sánchez, MEX, 22.60
Lorène Dorcas Bazolo, POR, 22.61
Imke Vervaet, BEL, 22.63
Torrie Lewis, AUS, 22.65
Boglárka Takács, HUN, 22.65
Jessika Gbai, CIV, 22.71
Liranyi Alonso, DOM, 22.69
Julia Henriksson, SWE, 22.74
Anthonique Strachan, BAH, 22.77
Fatouma Conde, GUI, 22.78
Vittoria Fontana, ITA, 22.79
Abigeirufuka Ido, JPN, 22.79
Audrey Leduc, CAN, 22.80
Maboundou Koné, CIV, 22.81
Veronica Shanti Pereira, SGP, 22.81
Léonie Pointet, SUI, 22.81
Kristie Edwards, AUS, 22.81
Jessica-Bianca Wessolly, GER, 22.84
Olivia Fotopoulou, CYP, 22.90
Nora Lindahl, SWE, 22.90
Beyonce Defreitas, IVB, 22.97
Polyniki Emmanouilidou, GRE, 22.97
Yujie Chen, CHN, 22.97
Gabriela Anahi Suarez, ECU, 22.98
Ann Marii Kivikas, EST, 23.04
Marije Van Hunenstijn, NED, 23.05
Jacqueline Madogo, CAN, 23.15
Yuting Li, CHN, 23.23
Alinny Skarleth Delgadillo Silva, BOL, 23.91
Maria Carmona, NCA, 24.03
400 Meters (Women)
Salwa Eid Naser, BRN, 48.67
Marileidy Paulino, DOM, 48.81
Sydney McLaughlin-Levrone, USA, 48.90
Aaliyah Butler, USA, 49.09
Isabella Whittaker, USA, 49.24
Henriette Jæger, NOR, 49.49
Nickisha Pryce, JAM, 49.63
Dejanea Oakley, JAM, 49.65
Natalia Bukowiecka, POL, 49.72
Martina Weil, CHI, 49.72
Amber Anning, GBR, 49.75
Evelis Aguilar, COL, 49.80
Lynna Irby-Jackson, USA, 49.82 (Alternate)
Stacey Ann Williams, JAM, 50.08
Lieke Klaver, NED, 50.11
Mercy Adongo Oketch, KEN, 50.14
Wadeline Venlogh, HAI, 50.16
Vimbayi Maisvorewa, ZIM, 50.25
Roxana Gómez, CUB, 50.37
Yemi Mary John, GBR, 50.50
Bassant Hemida, EGY, 50.53
Sada Williams, BAR, 50.65
Javonya Valcourt, BAH, 50.68
Paula Sevilla, ESP, 50.70
Anna Polinari, ITA, 50.76
Leah Anderson, JAM, 50.78
Victoria Ohuruogu, GBR, 50.79
Susanne Gogl-Walli, AUT, 50.91
Sharlene Mawdsley, IRL, 50.93
Leni Shida, UGA, 50.93
Lauren Gale, CAN, 51.00
Gabby Scott, PUR, 51.06
Printassia Johnson, BAH, 51.07
Alice Mangione, ITA, 51.07
Miranda Charlene Coetzee, RSA, 51.10
Veronika Drljačić, CRO, 51.22
Andrea Miklós, ROU, 51.27
Shirley Nekhubui, RSA, 51.28
Justyna Święty-Ersetic, POL, 51.29
Eveline Saalberg, NED, 51.29
Zoe Sherar, CAN, 51.30
Ellie Beer, AUS, 51.30
Dianna Proctor, CAN, 51.30
Lada Vondrová, CZE, 51.47
Mette Baas, FIN, 51.47
Myrte Van Der Schoot, NED, 51.62
Sophie Becker, IRL, 51.69
Lisanne De Witte, NED, 51.71
Tiffani Marinho, BRA, 51.95
Nanako Matsumoto, JPN, 52.14
Nadeesha Ramanayake, SRI, 52.86
Samira Awali Boubacar, NIG, 53.80
Esther Mayadjim Mingueyam, CHA, 56.36
800 Meters (Women)
Keely Hodgkinson, GBR, 1:54.74
Audrey Werro, SUI, 1:55.91
Georgia Hunter Bell, GBR, 1:55.96
Lilian Odira, KEN, 1:56.52
Tsige Duguma, ETH, 1:56.64
Oratile Nowe, BOT, 1:56.76
Anaïs Bourgoin, FRA, 1:56.97
Nigist Getachew, ETH, 1:57.01
Prudence Sekgodiso, RSA, 1:57.16
Shafiqua Maloney, VIN, 1:57.29
Halimah Nakaayi, UGA, 1:57.62
Claudia Hollingsworth, AUS, 1:57.67
Abbey Caldwell, AUS, 1:57.70
Mary Moraa, KEN, 1:57.83
Sarah Billings, AUS, 1:57.83
Nia Akins, USA, 1:58.09 (Alternate)
Roisin Willis, USA, 1:58.13
Diribe Welteji, ETH, 1:58.29
Lore Hoffmann, SUI, 1:58.29
Sage Hurta-Klecker, USA, 1:58.40
Worknesh Mesele, ETH, 1:58.40
Maggi Congdon, USA, 1:58.42
Natoya Goule-Toppin, JAM, 1:58.43
Assia Raziki, MAR, 1:58.49
Gabriela Gajanová, SVK, 1:58.53
Jessica Hull, AUS, 1:58.58
Eloisa Coiro, ITA, 1:58.64
Jemma Reekie, GBR, 1:58.66
Gabija Galvydytė, LTU, 1:58.69
Anna Wielgosz, POL, 1:58.69
Clara Liberman, FRA, 1:58.82
Caroline Bredlinger, AUT, 1:58.95
Sarah Moraa, KEN, 1:58.96
Charné Du Plessis, RSA, 1:58.98
Smilla Kolbe, GER, 1:59.02
Angelika Sarna, POL, 1:59.08
Maeliss Trapeau, CAN, 1:59.09
Veronica Vancardo, SUI, 1:59.10
Rocio Arroyo, ESP, 1:59.17
Majtie Kolberg, GER, 1:59.52
Rin Kubo, JPN, 1:59.52
Daily Cooper Gaspar, CUB, 1:59.59
Rénelle Lamote, FRA, 1:59.60
Lorea Ibarzabal, ESP, 1:59.60
Anita Horvat, SLO, 1:59.78
Marta Mitjans, ESP, 1:59.88
Margarita Koczanowa, POL, 1:59.90
Soukaina Hajji, MAR, 2:00.07
Hongjiao Wu, CHN, 2:00.08
Nelly Jepkosgei, BRN, 2:00.15
Kelly-Ann Beckford, JAM, 2:00.17
Adelle Tracey, JAM, 2:00.21
Jazz Shukla, CAN, 2:00.43
Vivian Chebet Kiprotich, KEN, 2:00.90
Elena Bellò, ITA, 2:00.97
Eveliina Määttänen, FIN, 2:01.13
Pooja, IND, 2:01.89
Noélie Yarigo, BEN, 2:01.96
Déborah Rodríguez, URU, 2:03.04
Perina Lokure Nakang, ART, 2:25.97
1500 Meters (Women)
Faith Kipyegon, KEN, 3:48.68
Diribe Welteji, ETH, 3:51.44
Jessica Hull, AUS, 3:50.83
Nikki Hiltz, USA, 3:55.33
Freweyni Hailu, ETH, 3:56.30
Linden Hall, AUS, 3:56.33
Birke Haylom, ETH, 3:56.79
Sinclaire Johnson, USA, 3:56.93
Nelly Chepchirchir, KEN, 3:56.99
Sarah Healy, IRL, 3:57.15
Laura Muir, GBR, 3:57.63
Saron Berhe, ETH, 3:57.72
Heather Maclean, USA, 3:57.79 (Alternate)
Emily Mackay, USA, 3:58.05
Susan Lokayo Ejore, KEN, 3:58.05
Georgia Griffith, AUS, 3:58.25
Agathe Guillemot, FRA, 3:58.29
Marta Pérez, ESP, 3:59.02
Sarah Madeleine, FRA, 3:59.06
Marta Zenoni, ITA, 3:59.16
Sarah Billings, AUS, 3:59.25
Dorcus Ewoi, KEN, 3:59.25
Salomé Afonso, POR, 3:59.32
Esther Guerrero, ESP, 3:59.45
Gaia Sabbatini, ITA, 3:59.49
Klaudia Kazimierska, POL, 3:59.66
Revee Walcott-Nolan, GBR, 3:59.89
Águeda Marqués, ESP, 4:00.57
Gabija Galvydytė, LTU, 4:00.71
Erin Wallace, GBR, 4:01.10
Gabriela Debues-Stafford, CAN, 4:01.19
Joceline Wind, SUI, 4:01.59
Weronika Lizakowska, POL, 4:01.70
Katie Snowden, GBR, 4:02.02
Wilma Nielsen, SWE, 4:02.05
Kate Current, CAN, 4:02.79
Marina Martínez, ESP, 4:03.33
Lucia Stafford, CAN, 4:03.54
Nele Weßel, GER, 4:03.61
Nozomi Tanaka, JPN, 4:04.16
Ludovica Cavalli, ITA, 4:04.37
Jolanda Kallabis, GER, 4:04.64
Vera Sjöberg, SWE, 4:05.09
Bahiya El Arfaoui, MAR, 4:05.20
Mia Barnett, SWE, 4:05.39
Vera Bertemes-Hoffmann, LUX, 4:05.58
Şilan Ayyıldız, TUR, 4:05.66
Amina Maatoug, NED, 4:05.67
Adelle Tracey, JAM, 4:06.23
Sophie O'Sullivan, IRL, 4:06.74
Laura Nicholson, IRL, 4:07.17
Marissa Damink, NED, 4:07.52
Ingeborg Østgård, NOR, 4:08.84
Teresiah Muthoni Gateri, KEN, 4:08.96
Anne Gine Løvnes, NOR, 4:09.20
Sofia Thøgersen, DEN, 4:09.28
María Pía Fernández, URU, 4:09.48
Knight Aciru, UGA, 4:09.69
Tomoka Kimura, JPN, 4:09.88
Lilly Nägeli, SUI, 4:10.22
Pooja, IND, 4:10.68
Micaela Levaggi, ARG, 4:10.92
Gresa Bakraçi, KOS, 4:17.57
Lodkeo Inthakoumman, LAO, 4:33.95
5000 Meters (Women)
Beatrice Chebet, KEN, 13:58.06
Agnes Jebet Ngetich, KEN, 14:01.29
Gudaf Tsegay, ETH, 14:04.41
Freweyni Hailu, ETH, 14:19.33
Nadia Battocletti, ITA, 14:23.15
Birke Haylom, ETH, 14:24.20
Josette Andrews, USA, 14:25.37
Medina Eisa, ETH, 14:25.92
Margaret Akidor, KEN, 14:30.34
Fantaye Belayneh, ETH, 14:30.90
Rose Davies, AUS, 14:31.45
Georgia Griffith, AUS, 14:32.82
Marta García, ESP, 14:33.40
Maureen Koster, NED, 14:33.97
Nozomi Tanaka, JPN, 14:34.10
Weini Kelati Frezghi, USA, 14:37.77 (Alternate)
Jana Van Lent, BEL, 14:37.47
Hannah Nuttall, GBR, 14:39.48
Innes Fitzgerald, GBR, 14:39.56
Joy Cheptoyek, UGA, 14:40.27
Lauren Ryan, AUS, 14:40.39
Elise Vanderelst, BEL, 14:40.70
Linden Hall, AUS, 14:43.61
Diane Van Es, NED, 14:43.80
Shelby Houlihan, USA, 14:45.29
Samiyah Hassan Nour, DJI, 14:45.93
Sarah Chelangat, UGA, 14:46.41
Gabriela Debues-Stafford, CAN, 14:47.83
Melissa Courtney-Bryant, GBR, 14:48.20
Francine Niyomukunzi, BDI, 14:49.89
Klara Lukan, SLO, 14:50.40
Sarah Lahti, SWE, 14:52.69
Mariana Machado, POR, 14:53.91
Idaira Prieto, ESP, 14:55.15
Elena Burkard, GER, 14:56.87
Elisa Palmero, ITA, 14:57.87
Lea Meyer, GER, 14:58.85
Ririka Hironaka, JPN, 15:04.11
Micol Majori, ITA, 15:04.32
Elise Cranny, USA, 15:06.65
Regan Yee, CAN, 15:10.61
Federica Del Buono, ITA, 15:11.63
Yuma Yamamoto, JPN, 15:12.97
Wuga He, CHN, 15:23.96
Anisleidis Ochoa, CUB, 15:33.07
Farida Abaroge, ART, 16:05.39
10,000 Meters (Women)
Janeth Chepngetich, KEN, 30:27.02
Agnes Jebet Ngetich, KEN, 30:27.38
Beatrice Chebet, KEN, 30:27.52
Elise Cranny, USA, 30:36.56 
Weini Kelati Frezghi, USA, 30:38.60 (Alternate)
Joy Cheptoyek, UGA, 30:41.95
Daisy Jepkemei, KAZ, 30:48.44
Calli Hauger-Thackery, GBR, 30:50.64
Isobel Batt-Doyle, AUS, 30:51.27
Ririka Hironaka, JPN, 30:56.32
Taylor Roe, USA, 30:58.66
Lauren Ryan, AUS, 30:58.69
Emily Infeld, USA, 30:59.38
Mikuni Yada, JPN, 31:12.21
Jana Van Lent, BEL, 31:14.22
Elisa Palmero, ITA, 31:18.03
Megan Keith, GBR, 31:19.88
Rebecca Chelangat, UGA, 31:21.74
Klara Lukan, SLO, 31:25.84
